epoch,lr,train_total_loss,val_total_loss,best_val_loss,best_epoch,train_roi_classifier_loss,train_roi_box_loss,train_roi_mask_loss,train_rpn_objectness_loss,train_rpn_box_loss,val_roi_classifier_loss,val_roi_box_loss,val_roi_mask_loss,val_rpn_objectness_loss,val_rpn_box_loss,is_best,epoch_time_sec
22,7.843993933390508e-05,0.6741479501051189,0.8067177051100237,0.8067177051100237,22,0.21087801505424064,0.10528187228316195,0.29908510428451446,0.007479553737715649,0.05142340637507033,0.3139819830399135,0.1177024787099197,0.31672782620479323,0.006296139752395965,0.05200927611119274,1,804.039722442627
23,7.606167435112861e-05,0.6643184161617466,0.8440129288311662,0.8067177051100237,22,0.20628003775110848,0.10243425163192535,0.30001941585109526,0.005196590508803309,0.050388120367262125,0.32782291158519944,0.12535349605926152,0.3301211998380464,0.007160271116600629,0.05355504952242662,0,816.6484060287476
24,7.360003249967084e-05,0.6701459164998328,0.8467786895817724,0.8067177051100237,22,0.20583625290740176,0.09996630535737758,0.3082686517320246,0.0057863037145768174,0.050288403013273496,0.3265520663096987,0.12736911821211205,0.3300856515251357,0.009190790103883925,0.05358106472192268,0,811.4125804901123
25,7.106304314359337e-05,0.6757732327709827,0.7992307009368107,0.7992307009368107,25,0.20673321100861528,0.10111625963648738,0.3116710065871246,0.006005706867983242,0.05024704771835022,0.29800877910235835,0.11827529131852348,0.32621228561319154,0.005978678016329248,0.05075566290781416,1,807.1423711776733
26,6.84589814148567e-05,0.6508652263872076,0.8441970545670082,0.7992307009368107,25,0.1994598259564576,0.09772847609255145,0.2987041110870758,0.005572317135830683,0.0494004958163338,0.3141315021905406,0.11863488125903852,0.3539491724351357,0.006870714411569021,0.05061078259143336,0,801.4213840961456
27,6.57963412215599e-05,0.6351633006442117,0.8725622405265939,0.7992307009368107,25,0.1904162136159202,0.09399474219320395,0.29707630069141855,0.005102713061177376,0.04857333071932356,0.3015993360815377,0.120397137850523,0.39270106656798,0.006757046177116191,0.05110765553143775,0,798.3046016693115
28,6.30838075425776e-05,0.624907024609026,0.7972758963190276,0.7972758963190276,28,0.18299846687818605,0.09317260712640268,0.2956335704571517,0.004986487366570441,0.04811589267042896,0.3126599038983213,0.11513281762599945,0.3116652596613457,0.006951289693122441,0.050866625104741804,1,799.3753786087036
29,6.0330228098964386e-05,0.6170461413472198,0.8324327119465532,0.7972758963190276,28,0.18027675142740346,0.09048782262857281,0.29325605293577034,0.004957747999427273,0.04806776628985963,0.3013489007949829,0.115345439032234,0.35836337064874585,0.006084188952106694,0.05129081065413253,0,810.8747355937958
30,5.75445844945276e-05,0.6111219094666708,0.7805942305203142,0.7805942305203142,30,0.17738495807786706,0.08926805147350085,0.29149578910234364,0.005691246378040703,0.047281863313927544,0.2945063639303734,0.11276320308960718,0.3173872105006514,0.005874924605726345,0.05006252367145799,1,803.7041072845459
31,5.473596291970255e-05,0.6014812592830923,0.7894400915195202,0.7805942305203142,30,0.17603840888899003,0.08741988276025564,0.2863227868650003,0.004755222822603958,0.046944957171916935,0.30340193386735587,0.10973076278279567,0.3231974233841074,0.004798433664234773,0.04831153451754101,0,806.9297134876251
32,5.191352451428796e-05,0.585482848360557,0.8033319425993952,0.7805942305203142,30,0.16911451307784775,0.08400740450758304,0.2808231139791412,0.004723589896292762,0.04681422631436771,0.31048694998025894,0.11388171834164652,0.32029432572167493,0.007445477277084639,0.05122346934252258,0,812.5523772239685
33,4.908647548571203e-05,0.5916130659615655,0.8080565744432909,0.7805942305203142,30,0.17243726492753536,0.08442164886230241,0.2849918960254322,0.0038430930243008965,0.0459191630794775,0.3257981328614827,0.10994588870169787,0.3165057939702067,0.006412642545935874,0.049394114930503843,0,794.7225348949432
34,4.6264037080297427e-05,0.5753373505225169,0.8073120006199541,0.7805942305203142,30,0.1666111402870553,0.07996912889762539,0.2799065648084771,0.0035397299659501676,0.04531078582442455,0.31952756889935197,0.11590669396622427,0.31515925341639023,0.006602185978659565,0.05011630059573157,0,798.5898048877716
35,4.345541550547238e-05,0.5896359948532834,0.8271239934296444,0.7805942305203142,30,0.1673534739896708,0.08184305589480051,0.2901879827990088,0.004569491962232747,0.04568198978721474,0.3233244546014687,0.11388427206668361,0.3357241299645654,0.0055618893957781156,0.048629246446593055,0,803.8882586956024
36,4.066977190103559e-05,0.5718285832891015,0.8013360175593146,0.7805942305203142,30,0.15941655537046165,0.0782166275461096,0.28510152045107934,0.004087112326154124,0.045006767581776505,0.3115614329432619,0.1117837933630779,0.32314371148060106,0.006857006107246231,0.04799007609293893,0,807.0177946090698
37,3.7916192457422396e-05,0.5608808722260387,0.8222034612606312,0.7805942305203142,30,0.15667272093212498,0.0769524081704599,0.27927890995599197,0.003735615266239535,0.044241217361644,0.32842836040875006,0.11421605749376888,0.32478715088860743,0.005957219686262823,0.04881467843460369,0,812.7700064182281
38,3.520365877844009e-05,0.5560640984573414,0.7880319381582326,0.7805942305203142,30,0.1536163402196665,0.07366589801139331,0.28201654520684744,0.0031729380270047775,0.04359237725066006,0.3069758240518899,0.11097372235922978,0.31271699410060355,0.007651246159893444,0.04971415469069676,0,813.229658126831
39,3.254101858514325e-05,0.5556512606505892,0.8002782081735546,0.7805942305203142,30,0.15957776262624626,0.07603299915784542,0.27262754658434435,0.003437400556301682,0.04397555191950627,0.3182298556484025,0.10839971106114059,0.31754265458419406,0.007014368166886109,0.04909162295356007,0,804.9540648460388
40,2.9936956856406615e-05,0.5398262477929894,0.8143628677417492,0.7805942305203142,30,0.15091218724630254,0.071601471167,0.27095074893892274,0.003076809170618873,0.04328503207443763,0.32302831724799913,0.11087365418929478,0.3223320778073936,0.0070516871361680136,0.05107713548851938,0,806.1874988079071
38,3.520365877844008e-05,0.859394235270364,1.61276380221049,1.5470330317815144,34,0.27152939992291586,0.14171622374228068,0.35313614351408823,0.01867806479068739,0.07433440270168441,0.648027777671814,0.25675080219904584,0.5807240207990011,0.02330036647617817,0.10396079222361247,0,34.35814142227173
39,3.2541018585143236e-05,0.734669165951865,1.5707469781239827,1.5470330317815144,34,0.2153322377375194,0.11404285899230412,0.3295688416276659,0.012245010784161943,0.06348021461495332,0.6329868038495382,0.2563237597544988,0.5500589311122894,0.037407428647081055,0.09397011250257492,0,34.28109073638916
40,2.9936956856406605e-05,0.7621714004448482,1.6435012022654216,1.5470330317815144,34,0.24572634271212987,0.12070638367107936,0.32236604605402264,0.009294128178485803,0.06407850874321801,0.648167351881663,0.2733106811841329,0.5968707203865051,0.030149123320976894,0.09500337143739064,0,39.47730207443237
41,2.739996750032913e-05,0.7214815020561218,1.6100341081619263,1.5470330317815144,34,0.23305521798985346,0.11404900891440255,0.30335645164762226,0.01194694930953639,0.05907388483839376,0.6081074873606364,0.27317744493484497,0.5903774698575338,0.043323145558436714,0.09504861136277516,0,56.715861320495605
42,2.493832564887137e-05,0.743405282497406,1.6030391852060955,1.5470330317815144,34,0.2374174083982195,0.11659878332700048,0.3167761649404253,0.011930654257802027,0.060682283980505805,0.6403564016024271,0.26989203691482544,0.5767977833747864,0.022562777623534203,0.09343015899260838,0,42.32201933860779
43,2.256006066609492e-05,0.6810210262026105,1.5358859697977703,1.5358859697977703,43,0.20836451117481505,0.09663508406707219,0.3142586818763188,0.009361035855753081,0.05240170976945332,0.5780034859975179,0.26030077536900836,0.5749353170394897,0.029888156801462173,0.09275819857915242,1,56.52501821517944
44,2.027292995804581e-05,0.6370218651635307,1.593652884165446,1.5358859697977703,43,0.19064877714429582,0.08386253831642014,0.2978395862238748,0.014235701811100756,0.05043526951755796,0.6240346829096476,0.27068814635276794,0.5766573150952657,0.028182512770096462,0.09409026553233464,0,32.27624464035034
45,1.808439366970838e-05,0.6460331848689488,1.5929888884226482,1.5358859697977703,43,0.2040451094508171,0.08178342612726348,0.29611765912600924,0.013557042860026871,0.05052993978772845,0.6030777096748352,0.27707844972610474,0.5939125617345175,0.025581815900901955,0.09333839267492294,0,33.716737031936646
46,1.6001590351562965e-05,0.6551128285271781,1.5620994965235393,1.5358859697977703,43,0.2163454219698906,0.08689151704311371,0.298523736851556,0.00879958737641573,0.04455255504165377,0.6010314027468363,0.26656050483385724,0.5762503345807394,0.022962126260002453,0.09529507160186768,0,46.15586256980896
47,1.4031313675117937e-05,0.7420945422989982,1.6157900889714558,1.5358859697977703,43,0.22938890542302812,0.11130647999899727,0.33706410442079815,0.008538732172123023,0.05579632041709764,0.6048858563105265,0.28163181742032367,0.6094183127085367,0.02251848888893922,0.0973356341322263,0,33.711002588272095
48,1.2179990273365406e-05,0.7941810744149345,1.6061941385269165,1.5358859697977703,43,0.24579421963010514,0.12617563030549458,0.3507330119609833,0.009402084064536862,0.06207613168018205,0.6153103709220886,0.26840076843897503,0.602079709370931,0.026285021255413692,0.09411826233069102,0,42.273470878601074
49,1.0453658778440109e-05,0.6072194874286652,1.5924944082895915,1.5358859697977703,43,0.18748452407973154,0.08304817868130547,0.2809487155505589,0.008732413573722755,0.04700564965605736,0.6212541858355204,0.25869373977184296,0.5818607211112976,0.03782768299182256,0.09285803139209747,0,35.98065137863159
50,8.857950124856528e-06,0.6127618636403765,1.584020455678304,1.5358859697977703,43,0.1781798792736871,0.08266489367399897,0.2904797238962991,0.011207081310983216,0.05023028515279293,0.62345951795578,0.26716336111227673,0.5634659727414449,0.03698141655574242,0.0929501826564471,0,38.05795955657959
51,7.39806918257103e-06,0.7649344546454293,1.5664517879486084,1.5358859697977703,43,0.2456476390361786,0.12191711951579366,0.32655623980930876,0.014060912387711661,0.05675253910677774,0.5787220001220703,0.2655283808708191,0.5918314854303995,0.03761907294392586,0.09275081505378087,0,33.93290448188782
52,6.078777779777758e-06,0.7129952226366315,1.579514781634013,1.5358859697977703,43,0.2235072020973478,0.10044748016766139,0.32249364256858826,0.01416524569503963,0.052381662385804315,0.5886376102765402,0.2730031907558441,0.6002608140309652,0.025403231537590425,0.09220998237530391,0,50.96937370300293
53,4.904379170814921e-06,0.599863588809967,1.6161449352900188,1.5358859697977703,43,0.18040766886302403,0.08256551091160093,0.2809115435395922,0.020272479326065098,0.035706382777009694,0.6201620499293009,0.2702578107515971,0.5995078881581625,0.034122719118992485,0.09209447105725606,0,33.489959478378296
54,3.878703999843528e-06,0.6100662393229348,1.5729148785273235,1.5358859697977703,43,0.19280887927327836,0.0781163637127195,0.2865416833332607,0.006911531489874635,0.04568778856524399,0.6125433544317881,0.2599281122287114,0.5781415104866028,0.03013099217787385,0.09217094133297603,0,41.42022228240967
55,3.0050978060823783e-06,0.6251746118068695,1.5947726170221965,1.5358859697977703,43,0.1770577004977635,0.08363453884209905,0.301175702895437,0.018152718132893955,0.04515396164996283,0.628534992535909,0.26040830711523694,0.5752010345458984,0.039167165756225586,0.09146111210187276,0,34.85214114189148
56,2.2864101113544924e-06,0.5995476756777082,1.621110995610555,1.5358859697977703,43,0.18570902198553085,0.07622972929051944,0.2808708463396345,0.010699990138943707,0.04603809530713728,0.620013972123464,0.2738562027613322,0.6058134237925211,0.029506222965816658,0.0919211780031522,0,34.807899475097656
57,1.7249851255391913e-06,0.682537100144795,1.704419771830241,1.5358859697977703,43,0.2073363278593336,0.09903128391930036,0.31241804361343384,0.014047580205702357,0.049703880080154965,0.7027621467908224,0.27606693903605145,0.6083730856577555,0.025945929965625208,0.09127173821131389,0,33.9500834941864
58,1.3226541002467638e-06,0.5740207348551069,1.6271744171778362,1.5358859697977703,43,0.16592607540743692,0.07115517184138298,0.28723766122545513,0.009519965121788638,0.04018187017313072,0.6350393692652384,0.2851903835932414,0.5855536262194315,0.0305117079988122,0.09087932606538136,0,37.222803831100464
59,1.0807293556562853e-06,0.7031675406864711,1.6413036187489827,1.5358859697977703,43,0.211518332362175,0.10873076372912951,0.32373789165701183,0.008928166768912758,0.0502523769225393,0.5942294001579285,0.27972795565923053,0.6193159421284994,0.057419379552205406,0.09061100085576375,0,39.88993263244629
60,1e-06,0.5875364754881177,1.610781153043111,1.5358859697977703,43,0.1825018652847835,0.06967345518725258,0.29234957482133594,0.009903562404880566,0.03310800450188773,0.6143465439478556,0.2801513324181239,0.5971149007479349,0.028778730270763237,0.09038963417212169,0,47.53216004371643
